designation,winery,points
Proprietary,Hensteeth,88
The Old Legend,Hentley Farm,91
,Hentley Farm,90
The Beauty,Hentley Farm,91
,Hentley Farm,91
The Beauty,Hentley Farm,91
,Hentley Farm,91
The Beast,Hentley Farm,92
Terras de Pias Reserva,Herdade da Capela,88
Vila Alice Reserva,Herdade da Capela,86
Reserva,Herdade da Capela,90
Monte de Capela,Herdade da Capela,83
Terras de Pias Reserva,Herdade da Capela,88
Vila Alice Reserva,Herdade da Capela,86
Comporta,Herdade da Comporta,93
Parus,Herdade da Comporta,90
Parus,Herdade da Comporta,90
Private Selection,Herdade da Comporta,86
Tinto,Herdade da Comporta,87
,Herdade da Comporta,90
Parus,Herdade da Comporta,90
,Herdade da Comporta,88
Parus Branco,Herdade da Comporta,88
Comporta,Herdade da Comporta,85
Private Selection,Herdade da Comporta,85
Comporta,Herdade da Comporta,93
Comporta,Herdade da Comporta,90
Tinto,Herdade da Comporta,87
,Herdade da Comporta,88
Private Selection,Herdade da Comporta,87
Private Selection,Herdade da Comporta,86
ChÃ£o das Rolas,Herdade da Comporta,85
Tinto,Herdade da Comporta,87
ChÃ¢o das Rocas,Herdade da Comporta,86
Private Selection,Herdade da Comporta,87
,Herdade da Comporta,86
Private Selection,Herdade da Comporta,89
ChÃ£o das Rolas,Herdade da Comporta,85
,Herdade da Comporta,84
Private Selection,Herdade da Comporta,87
Parus Branco,Herdade da Comporta,88
Tinto,Herdade da Comporta,87
Aragonez-Alicante Bouschet,Herdade da Comporta,92
,Herdade da Comporta,87
Private Selection,Herdade da Comporta,89
,Herdade da GÃ¢mbia,85
,Herdade da GÃ¢mbia,85
Malhadinha Tinto,Herdade da Malhadinha Nova,93
Marias da Malhadinha,Herdade da Malhadinha Nova,92
Monte da Peceguina,Herdade da Malhadinha Nova,82
Marias da Malhadinha,Herdade da Malhadinha Nova,87
Malhadinha Branco,Herdade da Malhadinha Nova,90
Maladinha Tinto,Herdade da Malhadinha Nova,93
Monte de Peceguina Branco,Herdade da Malhadinha Nova,88
Maladinha Tinto,Herdade da Malhadinha Nova,93
Monte da Peceguina,Herdade da Malhadinha Nova,87
AragonÃªs de Peceguina,Herdade da Malhadinha Nova,90
AragonÃªs da Peceguina,Herdade da Malhadinha Nova,85
Monte da Peceguina Tinto,Herdade da Malhadinha Nova,88
Monte da Peceguina Tinto,Herdade da Malhadinha Nova,87
Touriga Nacional da Peceguina,Herdade da Malhadinha Nova,88
Monte da Peceguina,Herdade da Malhadinha Nova,87
Monte da Peceguina,Herdade da Malhadinha Nova,87
Monte da Peceguina Branco,Herdade da Malhadinha Nova,87
Malhadinha Tinto,Herdade da Malhadinha Nova,93
Malhadinha Branco,Herdade da Malhadinha Nova,92
Monte da Peceguina,Herdade da Malhadinha Nova,87
AragonÃªs da Peceguina,Herdade da Malhadinha Nova,90
Monte da Peceguina,Herdade da Malhadinha Nova,88
Maladinha Branco,Herdade da Malhadinha Nova,91
Monte da Peceguina,Herdade da Malhadinha Nova,87
Peqeuno JoÃ£o,Herdade da Malhadinha Nova,91
Malhadinha Branco,Herdade da Malhadinha Nova,90
Colheita Seleccionada,Herdade das Servas,89
Colheita Seleccionada,Herdade das Servas,88
,Herdade das Servas,86
Colheita Seleccionada,Herdade das Servas,90
Colheita Seleccionada,Herdade das Servas,90
Monte das Servas Escolha,Herdade das Servas,87
Vinhas Velhas,Herdade das Servas,94
Reserva,Herdade das Servas,93
Reserva,Herdade das Servas,91
Vinha das Servas,Herdade das Servas,87
Reserva,Herdade das Servas,91
,Herdade das Servas,89
Sem Barrica Unoaked,Herdade das Servas,88
Monte das Servas Escolha,Herdade das Servas,86
Reserva,Herdade das Servas,92
Reserva,Herdade de Medeiros,91
,Herdade de Medeiros,85
,Herdade de Medeiros,90
Ciconia,Herdade de SÃ£o Miguel,85
Reserva,Herdade de SÃ£o Miguel,92
,Herdade de SÃ£o Miguel,87
Ciconia Reserva,Herdade de SÃ£o Miguel,90
Ciconia,Herdade de SÃ£o Miguel,85
Colheita Seleccionada Branco,Herdade de SÃ£o Miguel,88
Reserva,Herdade de SÃ£o Miguel,89
Vinho AtlÃ¢ntico,Herdade de SÃ£o Miguel,86
Ciconia,Herdade de SÃ£o Miguel,85
SÃ£o Miguel,Herdade de SÃ£o Miguel,84
Pimenta Preta,Herdade de SÃ£o Miguel,89
Ciconia The Reserva,Herdade de SÃ£o Miguel,89
Colheita Seleccionada Branco,Herdade de SÃ£o Miguel,88
Herdade da Pimenta Pimenta Preta,Herdade de SÃ£o Miguel,88
Ciconia Branco,Herdade de SÃ£o Miguel,87
Private Collection,Herdade de SÃ£o Miguel,93
Private Collection,Herdade de SÃ£o Miguel,92
Ciconia Reserva,Herdade de SÃ£o Miguel,85
Ciconia Branco,Herdade de SÃ£o Miguel,87
Colheita Seleccionada Branco,Herdade de SÃ£o Miguel,88
Ciconia Tinto,Herdade de SÃ£o Miguel,88
Herdade da Pimenta,Herdade de SÃ£o Miguel,92
Ciconia,Herdade de SÃ£o Miguel,86
AtlÃ¢ntico Gold Label Reserva,Herdade de SÃ£o Miguel,87
Monte dos Amigos,Herdade de SÃ£o Miguel,85
Reserva,Herdade de SÃ£o Miguel,92
Herdade da Pimenta,Herdade de SÃ£o Miguel,90
Ciconia Branco,Herdade de SÃ£o Miguel,87
Ciconia,Herdade de SÃ£o Miguel,87
Ciconia,Herdade de SÃ£o Miguel,91
Ciconia The Reserva,Herdade de SÃ£o Miguel,88
Private Collection,Herdade de SÃ£o Miguel,94
,Herdade de SÃ£o Miguel,91
Colheita Seleccionada,Herdade de SÃ£o Miguel,88
Ciconia,Herdade de SÃ£o Miguel,89
Pimenta Preta,Herdade de SÃ£o Miguel,87
Ciconia Branco,Herdade de SÃ£o Miguel,88
Ciconia,Herdade de SÃ£o Miguel,85
AtlÃ¢ntico,Herdade de SÃ£o Miguel,88
Colheita Seleccionada,Herdade de SÃ£o Miguel,89
Colheita Seleccionada,Herdade de SÃ£o Miguel,89
Colheita Seleccionada,Herdade de SÃ£o Miguel,87
Private Collection,Herdade de SÃ£o Miguel,91
AB,Herdade do EsporÃ£o,90
EsporÃ£o Private Selection,Herdade do EsporÃ£o,92
Duas Castas Roupeiro-Viosinho,Herdade do EsporÃ£o,88
Monte Velho Branco,Herdade do EsporÃ£o,86
EsporÃ£o Reserva,Herdade do EsporÃ£o,87
,Herdade do EsporÃ£o,87
EsporÃ£o Reserva,Herdade do EsporÃ£o,93
EsporÃ£o Private Selection,Herdade do EsporÃ£o,94
Monte Velho Branco,Herdade do EsporÃ£o,85
Defesa Aragonez-Syrah,Herdade do EsporÃ£o,85
EsporÃ£o Reserva,Herdade do EsporÃ£o,92
Defesa Branco,Herdade do EsporÃ£o,86
Alandra Tinto,Herdade do EsporÃ£o,85
Alandra RosÃ©,Herdade do EsporÃ£o,83
Monte Velho,Herdade do EsporÃ£o,85
Alandra Branco,Herdade do EsporÃ£o,85
4 Quatro Castas,Herdade do EsporÃ£o,88
Vinha da Defesa,Herdade do EsporÃ£o,86
4 Quatro Castas,Herdade do EsporÃ£o,90
EsporÃ£o Reserva,Herdade do EsporÃ£o,88
2 Duas Castas,Herdade do EsporÃ£o,88
Monte Velho Branco,Herdade do EsporÃ£o,86
Private Selection Reserva,Herdade do EsporÃ£o,90
Torre do EsporÃ£o Garrafeira,Herdade do EsporÃ£o,95
EsporÃ£o Private Selection,Herdade do EsporÃ£o,93
Quatro Castas,Herdade do EsporÃ£o,89
Defesa do EsporÃ£o Touriga Nacional-Syrah,Herdade do EsporÃ£o,87
PÃ© Tinto,Herdade do EsporÃ£o,85
T,Herdade do EsporÃ£o,87
AB,Herdade do EsporÃ£o,92
EsporÃ£o Reserva,Herdade do EsporÃ£o,92
EsporÃ£o Private Selection,Herdade do EsporÃ£o,92
,Herdade do EsporÃ£o,89
Monte Velho,Herdade do EsporÃ£o,86
V,Herdade do EsporÃ£o,86
2 Duas Castas Gouveio-Verdelho,Herdade do EsporÃ£o,89
Alandra,Herdade do EsporÃ£o,86
TN,Herdade do EsporÃ£o,93
V,Herdade do EsporÃ£o,86
Vinha da Defesa Tinto,Herdade do EsporÃ£o,86
10-Years-Old Tawny,Herdade do EsporÃ£o,85
Monte Velho Tinto,Herdade do EsporÃ£o,84
Alandra Branco,Herdade do EsporÃ£o,85
Vinhas das Palmeiras,Herdade do EsporÃ£o,93
Vinha da Defesa,Herdade do EsporÃ£o,86
EsporÃ£o Private Selection White,Herdade do EsporÃ£o,91
Monte Velho,Herdade do EsporÃ£o,86
EsporÃ£o Reserva,Herdade do EsporÃ£o,92
Defesa do EsporÃ£o,Herdade do EsporÃ£o,85
Reserva,Herdade do EsporÃ£o,91
T,Herdade do EsporÃ£o,87
Defesa White,Herdade do EsporÃ£o,85
,Herdade do EsporÃ£o,85
EsporÃ£o Colheita,Herdade do EsporÃ£o,88
EsporÃ£o Private Selection,Herdade do EsporÃ£o,91
S,Herdade do EsporÃ£o,93
,Herdade do EsporÃ£o,86
EsporÃ£o Private Selection,Herdade do EsporÃ£o,93
V,Herdade do EsporÃ£o,87
TN,Herdade do EsporÃ£o,94
Arco do EsporÃ£o,Herdade do EsporÃ£o,87
EsporÃ£o Reserva Branco,Herdade do EsporÃ£o,90
V,Herdade do EsporÃ£o,86
EsporÃ£o Reserva,Herdade do EsporÃ£o,89
Monte Velho Branco,Herdade do EsporÃ£o,85
Monte Velho,Herdade do EsporÃ£o,86
Alicante Bouschet,Herdade do EsporÃ£o,83
S,Herdade do EsporÃ£o,93
EsporÃ£o Reserva,Herdade do EsporÃ£o,90
Monte Velho Branco,Herdade do EsporÃ£o,85
Vinha da Defesa,Herdade do EsporÃ£o,87
EsporÃ£o Colheita,Herdade do EsporÃ£o,88
Quatro Castas,Herdade do EsporÃ£o,90
PV,Herdade do EsporÃ£o,92
,Herdade do EsporÃ£o,88
Alandra Branco,Herdade do EsporÃ£o,85
Alandra,Herdade do EsporÃ£o,84
S,Herdade do EsporÃ£o,91
Vinha de Defesa RosÃ©,Herdade do EsporÃ£o,85
EsporÃ£o Reserva,Herdade do EsporÃ£o,92
Private Selection Branco,Herdade do EsporÃ£o,91
,Herdade do EsporÃ£o,90
Alandra,Herdade do EsporÃ£o,84
Varal,Herdade do Monte da Ribeira,88
Vinha do Almo,Herdade do PerdigÃ£o,86
Herdade PerdigÃ£o Reserva,Herdade do PerdigÃ£o,88
Terras de Monforte Escolha,Herdade do PerdigÃ£o,90
Terras de Monforte,Herdade do PerdigÃ£o,88
Villa Romanu,Herdade do PerdigÃ£o,85
Reserva,Herdade do Rocim,93
,Herdade do Rocim,86
Grande Rocim Reserva,Herdade do Rocim,90
Mariana,Herdade do Rocim,86
Alves Vieira,Herdade do Rocim,87
Olho de Mocho,Herdade do Rocim,86
Olho de Mocho Reserva Branco,Herdade do Rocim,89
Bojador,Herdade do Rocim,82
Alves Vieira Reserva,Herdade do Rocim,88
Dornas Branco,Herdade do Rocim,83
,Herdade do Rocim,91
Branco,Herdade do Rocim,86
Brut Nature RosÃ©,Herdade do Rocim,86
Mariana,Herdade do Rocim,88
Vale da Mata Reserva,Herdade do Rocim,92
Vale da Mata Branco,Herdade do Rocim,89
,Herdade do Rocim,85
Olho de Mocho Reserva,Herdade do Rocim,91
Mariana,Herdade do Rocim,84
Vale da Mata,Herdade do Rocim,92
Grande Rocim Reserva,Herdade do Rocim,90
,Herdade do Rocim,89
,Herdade do Rocim,89
Olho de Mocho Reserva Branco,Herdade do Rocim,89
Olho de Mocho Reserva,Herdade do Rocim,92
Olho de Mocho Reserva,Herdade do Rocim,87
Grande Rocim Reserva,Herdade do Rocim,91
,Herdade do Rocim,84
,Herdade do Rocim,86
Alves Vieira Branco,Herdade do Rocim,86
Grande Rocim Reserva,Herdade do Rocim,90
Poento Reserva,Herdade do Rocim,89
Reserva,Herdade do Rocim,92
Vale de Mata Reserva,Herdade do Rocim,89
Mariana Tinto,Herdade do Rocim,90
Alves Vieira Reserva,Herdade do Rocim,88
,Herdade do Rocim,85
Vale de Mata Branco,Herdade do Rocim,88
Poento Reserva Branco,Herdade do Rocim,88
Amphora Vinho de Talha,Herdade do Rocim,87
,Herdade do Rocim,84
,Herdade do Rocim,88
Sommelier Edition,Herdade do Rocim,94
Reserva,Herdade do Rocim,91
Bojador Branco,Herdade do Rocim,84
Vale da Mata,Herdade do Rocim,90
Vale da Mata Reserva,Herdade do Rocim,88
Mariana,Herdade do Rocim,85
Olho de Mocho,Herdade do Rocim,86
,Herdade do Rocim,92
Mariana,Herdade do Rocim,84
Mariana Tinto,Herdade do Rocim,88
,Herdade do Rocim,86
Vale da Mata,Herdade do Rocim,92
Reserva,Herdade do Rocim,93
Vale de Mata,Herdade do Rocim,88
Ciranda,Herdade dos Coelheiros,87
Tapada dos Coelheiros,Herdade dos Coelheiros,86
Ciranda,Herdade dos Coelheiros,87
Tapada dos Coelheiros,Herdade dos Coelheiros,86
Vinha da Tapada,Herdade dos Coelheiros,86
Reserva,Herdade dos Grous,94
Reserva,Herdade dos Grous,94
Moon Harvested,Herdade dos Grous,93
Reserva,Herdade dos Grous,93
Reserva Branco,Herdade dos Grous,91
,Herdade dos Grous,88
Toutalga,Herdade dos Machados,91
Morgado da Canita,Herdade dos Machados,90
Morgado da Canita,Herdade dos Machados,86
Reserva,Herdade dos Machados,91
Morgado da Canita,Herdade dos Machados,88
Morgado da Canita,Herdade dos Machados,86
Toutalga Tinto,Herdade dos Machados,85
Reserva,Herdade dos Machados,90
Santos Jorge,Herdade dos Machados,87
Toutalga,Herdade dos Machados,87
Morgado da Canita,Herdade dos Machados,84
Colheita Seleccionada,Herdade dos TemplÃ¡rios,84
Vale das Donas Branco,Herdade dos TemplÃ¡rios,85
Vale das Donas,Herdade dos TemplÃ¡rios,83
Audaz Branco,Herdade Grande,86
GeraÃ§Ãµes Colheita Seleccionada,Herdade Grande,92
Colheita Seleccionada,Herdade Grande,88
Colheita Seleccionada,Herdade Grande,88
Reserva Branco,Herdade Grande,90
Colheita Seleccionada,Herdade Grande,88
Colheita Seleccionada,Herdade Grande,86
Grande Reserva,Herdade Grande,91
Audaz Branco,Herdade Grande,85
Audaz Tinto,Herdade Grande,87
Condado das Vinhas,Herdade Grande,84
Reserva Branco,Herdade Grande,89
,Herdade Grande,87
Condado das Vinhas,Herdade Grande,86
Reserva,Herdade Grande,88
Audaz Tinto Reserva,Herdade Grande,87
GeraÃ§Ãµes Colheita Seleccionada,Herdade Grande,92
Audaz Branco,Herdade Grande,86
,Herdade Grande,87
Reserva Branco,Herdade Grande,91
,Herdade Grande,86
Audaz,Herdade Grande,85
Audaz Reserva,Herdade Grande,87
,Herdade Grande,88
GeraÃ§Ãµes Colheita Seleccionada Branco,Herdade Grande,91
,Herdade Grande,90
GeraÃ§Ãµes Colheita Seleccionada,Herdade Grande,91
Colheita Seleccionada,Herdade Grande,88
GeraÃ§Ãµes Colheita Seleccionada,Herdade Grande,92
Winemaker's Selection,Herdade PaÃ§o do Conde,93
Herdade das Albernoas,Herdade PaÃ§o do Conde,86
,Herdade PaÃ§o do Conde,88
Colheita Seleccionada,Herdade PaÃ§o do Conde,91
Merlot-Pinotage,Herding Cats,85
,Heredad Soliterra,88
Martin Cendoya,Heredad Ugarte,88
Cincuenta,Heredad Ugarte,88
Martin Cendoya Reserva,Heredad Ugarte,87
Heredad Cosecha,Heredad Ugarte,87
Reserve,Herencia,93
,Herencia,90
,Herencia,87
,Herencia,93
,Herencia,86
,Herencia,91
,Herencia,90
Brut Real Reserva,Heretat Mastinell,82
Brut Real Reserva,Heretat Mastinell,82
Durona,Heretat MontrubÃ­,85
Gaintus,Heretat MontrubÃ­,87
In Signo Leonis,Heribert Bayer,91
In Signo Sagittarii,Heribert Bayer,91
In Signo Tauri,Heribert Bayer,93
Insieme 49.41.10,Heringer,85
Estate Bottled,Heringer,88
,Heringer,82
,Heringer,89
,Heringer,92
RosÃ© d'Une Nuit,Heritage,82
Estate Reserve Barrel Fermented,Heritage,83
Estate Reserve,Heritage,87
,Heritage Road,87
Reserve,Heritage Road,89
Bethany Creek Vineyard - Limited Reserve,Heritage Road,93
,Heritage Road,88
Reserve,Heritage Road,91
,Heritance,86
,Heritance,87
,Heritance,87
,Heritance,88
,Heritance,88
Casual Encounters,Herman Story,95
,Herman Story,86
Nuts & Bolts,Herman Story,95
On the Road,Herman Story,91
Family Vine,Herman Walters,81
Noble Select Josef Vineyard,Hermann J. Wiemer,91
HJW Vineyard,Hermann J. Wiemer,94
Dry,Hermann J. Wiemer,91
Magdalena Vineyard Dry,Hermann J. Wiemer,90
Josef Vineyard Late Harvest Estate Bottled and Grown,Hermann J. Wiemer,92
Semi-Dry,Hermann J. Wiemer,91
Josef Vineyard,Hermann J. Wiemer,90
Magdalena Vineyard,Hermann J. Wiemer,94
Dry,Hermann J. Wiemer,93
Magalena Vineyard,Hermann J. Wiemer,93
Blanc de Blanc,Hermann J. Wiemer,93
Magdalena Vineyard Dry,Hermann J. Wiemer,90
Magdalena Vineyard,Hermann J. Wiemer,94
Reserve Dry,Hermann J. Wiemer,92
Dry,Hermann J. Wiemer,89
,Hermann J. Wiemer,90
Reserve,Hermann J. Wiemer,88
Semi-Dry,Hermann J. Wiemer,91
Magdalena Vineyard,Hermann J. Wiemer,93
Reserve Dry Estate Bottled and Grown,Hermann J. Wiemer,91
HJW Vineyard Dry,Hermann J. Wiemer,87
,Hermann J. Wiemer,91
Blanc de Noir,Hermann J. Wiemer,93
Late Harvest Estate Bottled and Grown,Hermann J. Wiemer,91
CuvÃ©e Brut 2000,Hermann J. Wiemer,84
Josef Vineyard,Hermann J. Wiemer,94
Dry,Hermann J. Wiemer,92
Late Harvest,Hermann J. Wiemer,90
Reserve Dry,Hermann J. Wiemer,93
Magdalena Vineyard,Hermann J. Wiemer,93
HJW Vineyard,Hermann J. Wiemer,93
Semi-Dry,Hermann J. Wiemer,88
Josef Vineyard,Hermann J. Wiemer,89
Magdalena Vineyard Dry Estate Bottled and Grown,Hermann J. Wiemer,92
Reserve Dry,Hermann J. Wiemer,87
,Hermann J. Wiemer,92
HJW Vineyard,Hermann J. Wiemer,94
HJW Vineyard Dry Estate Bottled and Grown,Hermann J. Wiemer,92
Blanc de Blanc,Hermann J. Wiemer,85
Semi-Dry,Hermann J. Wiemer,89
CuvÃ©e Brut,Hermann J. Wiemer,88
Magdalena Vineyard Dry,Hermann J. Wiemer,89
Reserve Dry,Hermann J. Wiemer,92
Dry Estate Bottled and Grown,Hermann J. Wiemer,90
CuvÃ©e Brut,Hermann J. Wiemer,92
Rosi Mosi,Hermann Moser,83
Per Due,Hermann Moser,89
Green Eyes,Hermann Moser,87
Gebling,Hermann Moser,89
Gebling,Hermann Moser,91
Karmeliterberg,Hermann Moser,91
Green Eyes,Hermann Moser,88
Karmeliterberg,Hermann Moser,90
Gebling,Hermann Moser,89
Gebling,Hermann Moser,91
Gebling Der LÃ¶ss Reserve,Hermann Moser,89
Gelbling,Hermann Moser,91
Per Due,Hermann Moser,90
Karmeliterberg,Hermann Moser,91
Karmeliterberg,Hermann Moser,91
Fortissimo Reserve,Hermann Moser,91
Gebling Kellerterrassen Reserve,Hermann Moser,91
Per Due,Hermann Moser,90
Per Due,Hermann Moser,90
Green Eyes,Hermann Moser,88
Per Due,Hermann Moser,89
Rosi Mosi,Hermann Moser,89
Fortissimo Reserve,Hermann Moser,89
Sparkling Mosi Brut,Hermann Moser,85
,Hermann Moser,88
Per Due,Hermann Moser,90
Der LÃ¶ss Reserve Gelbling,Hermann Moser,91
Karmeliterberg,Hermann Moser,90
Per Due,Hermann Moser,90
Kellerterrassen Reserve,Hermann Moser,90
,Hermanos Lurton,88
,Hermanos Lurton,87
,Hermanos Lurton,87
Nr 3,Hermanuspietersfontein,86
Red Dessert,Hermes,86
Estate Bottled,Hermes,80
,Heron,83
,Heron,86
,Heron,84
,Heron,87
,Heron,87
,Heron,84
,Heron,88
,Heron,85
,Heron,89
,Heron,86
,Heron,84
,Heron,84
,Heron,82
,Heron,85
,Heron,82
,Heron,87
,Heron,86
,Heron,85
,Heron,84
,Heron Hill,87
Ingle Vineyard,Heron Hill,87
Eclipse,Heron Hill,86
Ingle Vineyard Unoaked,Heron Hill,86
Reserve,Heron Hill,87
Bunch Select Late Harvest,Heron Hill,88
Dry,Heron Hill,87
Ingle Vineyard,Heron Hill,89
Semi-Dry,Heron Hill,81
Ingle Vineyard,Heron Hill,87
Ingle Vineyard,Heron Hill,90
Ingle Vineyard,Heron Hill,86
Eclipse,Heron Hill,87
Semi-Dry,Heron Hill,87
,Heron Hill,87
Reserve,Heron Hill,88
Reserve,Heron Hill,90
Ingle Vineyard,Heron Hill,84
Ingle Vineyard,Heron Hill,88
Ingle Vineyard Icewine,Heron Hill,87
Patrician Verona Vineyard Dry,Heron Hill,84
Semi-Dry,Heron Hill,88
Morris Vineyard,Heron Hill,87
The Chosen Spot Ingle Vineyard,Heron Hill,86
Dry,Heron Hill,89
Semi-Sweet,Heron Hill,87
Ingle Vineyard,Heron Hill,89
Reserve Morris Vineyard,Heron Hill,88
Unoaked,Heron Hill,85
Semi-Sweet,Heron Hill,87
Dry,Heron Hill,87
Eclipse,Heron Hill,90
Reserve,Heron Hill,84
Semi-Dry,Heron Hill,89
Ingle Vineyard Unoaked,Heron Hill,83
Old Vines,Heron Hill,83
Reserve Morris Vineyard,Heron Hill,88
Dry,Heron Hill,85
Reserve Pinot Noir,Heron Hill,87
Ingle Vineyard,Heron Hill,85
Reserve,Heron Hill,87
Semi-Dry,Heron Hill,88
,Heron Hill,88
Dry,Heron Hill,90
Ingle Vineyard,Heron Hill,87
Ingle Vineyard,Heron Hill,88
Dry,Heron Hill,85
Eclipse,Heron Hill,88
Morris Vineyard,Heron Hill,87
Unoaked Ingle Vineyard,Heron Hill,85
Reserve Morris Vineyard,Heron Hill,86
Semi-Sweet,Heron Hill,87
Unoaked,Heron Hill,86
The Chosen Spot Ingle Vineyard,Heron Hill,90
Ingle Vineyard,Heron Hill,85
Ingle Vineyard Unoaked,Heron Hill,86
Ingle Vineyard,Heron Hill,85
Semi-Sweet,Heron Hill,85
Ingle Vineyard Icewine,Heron Hill,88
,Heron Hill,86
Unoaked Ingle Vineyard,Heron Hill,87
Ingle Vineyard,Heron Hill,88
Ingle Vineyard,Heron Hill,87
Semi-Dry,Heron Hill,87
Eclipse,Heron Hill,87
Ingle Vineyard,Heron Hill,86
Eclipse,Heron Hill,87
,Heron Hill,90
Reserve Ingle Vineyard,Heron Hill,86
Reserve,Heron Hill,83
Reserve,Heron Hill,87
Unaoked,Heron Hill,86
Ingle Vineyard Unoaked,Heron Hill,85
Reserve,Heron Hill,84
Reserve Pinot Noir,Heron Hill,87
Ingle Vineyard,Heron Hill,85
Late Harvest,Heron Hill,86
Dry,Heron Hill,86
Reserve Morris Vineyard Unoaked,Heron Hill,88
Unoaked,Heron Hill,87
Semi-Sweet,Heron Hill,87
Ingle Vineyard,Heron Hill,91
Ingle Vineyard,Heron Hill,88
,Hersly,91
,Hersly,90
,Hersly,91
,Hersly,87
,Hertelendy,94
,Hertelendy,94
,Hertelendy,91
,Hertelendy,91
Romana,HervÃ© Baudry,84
,HervÃ© Kerlann,86
Special Reserve,Herzog,83
Camouflage,Herzog,87
Special Reserve Cabernet Sauvignon-Zinfandel-Syrah,Herzog,86
Special Reserve,Herzog,87
Special Edition Warnecke Vyd,Herzog,89
Special Reserve,Herzog,86
Special Reserve Cabernet Sauvignon-Zinfandel-Syrah,Herzog,87
Clone Six Edition,Herzog,87
Special Reserve,Herzog,90
Special Reserve,Herzog,86
Special Reserve,Herzog,90
Late Harvest,Herzog,85
Variations American Oak,Herzog,88
Special Reserve,Herzog,90
Single Vineyard,Herzog,87
Special Reserve,Herzog,90
Special Reserve Cabernet Sauvignon-Zinfandel-Syrah,Herzog,87
Variations Five,Herzog,89
Variations French Oak,Herzog,86
Special Reserve,Herzog,90
Special Reserve,Herzog,90
Special Edition,Herzog,86
Special Reserve,Herzog,86
Special Reserve,Herzog,90
Usual Suspects,Hesketh,90
,Hesperian,82
Harry's Vineyard,Hesperian,86
Muscatine Vineyards,Hesperian,86
Shirtail Ranches,Hess,89
19 Block Mountain CuvÃ©e,Hess,90
The Lioness Estate Grown,Hess,91
,Hess,87
Su'skol Vineyard,Hess,86
Allomi Vineyard,Hess,86
Allomi,Hess,85
Allomi Vineyard,Hess,87
Shirtail Ranches,Hess,87
Small Block Series Reserve,Hess,91
Shirtail Ranches,Hess,89
Allomi Vineyard,Hess,85
,Hess,80
Allomi,Hess,90
Allomi Vineyard,Hess,84
,Hess,84
Estate Grown,Hess,92
